_id,name,email,phone,gender,birth_date,province,district,address,registered_at,segment,lifetime_value,total_orders,last_order_date
CUST0229,Bùi Minh Anh,bùi.minh.anh1999@gmail.com,0982876917,Nam,1999-05-10,Đà Nẵng,Sơn Trà,"Số 30, Đường Lê Lợi",2025-12-19T16:34:53Z,Thường,5701770,3,2026-05-13
CUST0230,Ngô Phương Nam,ngô.phương.nam1999@outlook.com,0553800473,Nữ,1999-03-27,Hải Dương,Thanh Hà,"Số 200, Phố Nguyễn Trãi",2026-01-24T09:34:21Z,Thường,3104646,2,2026-05-28
CUST0231,Hoàng Thùy Thảo,hoàng.thùy.thảo2002@outlook.com,0770739104,Nữ,2002-05-24,Hải Phòng,Hồng Bàng,"Số 68, Đường Cách mạng tháng 8",2026-03-03T05:09:06Z,VIP,16024696,9,2026-06-26
CUST0232,Đặng Thanh Thảo,đặng.thanh.thảo2004@gmail.com,0868538298,Nữ,2004-09-19,Cần Thơ,Ninh Kiều,"Số 63, Phố Trần Hưng Đạo",2025-11-17T06:30:24Z,Thường,1907599,2,2026-05-19
CUST0233,Bùi Công Linh,bùi.công.linh2001@email.com,0612436069,Nam,2001-10-25,Thừa Thiên Huế,Hương Thủy,"Số 63, Ngõ Trần Hưng Đạo",2026-02-19T00:24:29Z,Vàng,10142026,7,2026-06-22
CUST0234,Hồ Hồng Vân,hồ.hồng.vân1999@email.com,0215349688,Nữ,1999-04-11,Hải Dương,Hải Dương,"Số 6, Phố Cách mạng tháng 8",2026-03-08T06:39:55Z,Bạc,13321079,9,2026-06-10
CUST0235,Đặng Quang Tú,đặng.quang.tú2001@email.com,0879562941,Nam,2001-07-10,Bắc Ninh,Bắc Ninh,"Số 5, Phố Hùng Vương",2025-12-20T16:00:07Z,Thường,7801475,2,2026-06-11
CUST0236,Đặng Công Linh,đặng.công.linh2006@email.com,0294269327,Nam,2006-08-10,Bình Dương,Bến Cát,"Số 146, Đường Hùng Vương",2025-11-22T19:54:02Z,Thường,2612892,1,2026-05-05
CUST0237,Hồ Gia Trang,hồ.gia.trang2001@yahoo.com,0346044026,Nam,2001-04-07,Hải Dương,Thanh Hà,"Số 171, Ngõ Lê Lợi",2026-03-12T01:44:56Z,Bạc,9300995,4,2026-06-27
CUST0238,Nguyễn Thùy Tú,nguyễn.thùy.tú1992@outlook.com,0837255688,Nữ,1992-09-24,Thừa Thiên Huế,Huế,"Số 111, Ngõ Cách mạng tháng 8",2026-01-08T10:07:04Z,Bạc,15544798,8,2026-06-22
CUST0239,Đỗ Thùy Tú,đỗ.thùy.tú1990@outlook.com,0970818899,Nữ,1990-04-05,Hải Phòng,Đồ Sơn,"Số 85, Phố Trần Hưng Đạo",2026-01-31T07:06:20Z,Bạc,7673693,6,2026-06-16
CUST0240,Bùi Thu Linh,bùi.thu.linh1990@yahoo.com,0744979236,Nữ,1990-10-26,Hải Phòng,Kiến An,"Số 46, Ngõ Cách mạng tháng 8",2025-11-11T05:41:23Z,Thường,2010762,1,2026-05-14
CUST0241,Nguyễn Gia Thảo,nguyễn.gia.thảo2003@outlook.com,0974515361,Nam,2003-04-25,Quảng Ninh,Đông Triều,"Số 158, Phố Hùng Vương",2026-03-02T01:20:19Z,VIP,26516703,15,2026-06-30
CUST0242,Trần Hữu Mai,trần.hữu.mai1996@email.com,0397488763,Nam,1996-11-01,Hồ Chí Minh,Quận Bình Thạnh,"Số 5, Phố Lê Lợi",2026-01-03T15:53:12Z,Vàng,13837198,9,2026-06-12
CUST0243,Vũ Ngọc Dũng,vũ.ngọc.dũng2004@outlook.com,0555195882,Nữ,2004-08-24,Thừa Thiên Huế,Phú Vang,"Số 60, Đường Trần Hưng Đạo",2025-11-22T20:52:51Z,Vàng,6533922,3,2026-05-09
CUST0244,Hoàng Minh Vân,hoàng.minh.vân2003@outlook.com,0957581433,Nữ,2003-12-28,Bình Dương,Bến Cát,"Số 37, Ngõ Hùng Vương",2026-02-14T00:03:16Z,Bạc,6493578,4,2026-05-01
CUST0245,Dương Văn Dũng,dương.văn.dũng2003@outlook.com,0266104526,Nam,2003-10-08,Thừa Thiên Huế,Hương Thủy,"Số 100, Đường Trần Hưng Đạo",2025-12-11T23:16:48Z,Vàng,20683920,10,2026-06-27
CUST0246,Phạm Minh Thủy,phạm.minh.thủy2008@email.com,0394752507,Nữ,2008-06-23,Hải Dương,Chí Linh,"Số 136, Ngõ Nguyễn Trãi",2026-03-24T06:19:14Z,Thường,884353,2,2026-05-31
CUST0247,Hồ Quang Thủy,hồ.quang.thủy2002@gmail.com,0191961348,Nam,2002-10-23,Thừa Thiên Huế,Hương Thủy,"Số 83, Phố Nguyễn Trãi",2025-12-09T10:39:34Z,Bạc,4076235,3,2026-06-30
CUST0248,Lê Quang Nam,lê.quang.nam1997@email.com,0120924835,Nam,1997-05-15,Bắc Ninh,Tiên Du,"Số 67, Đường Nguyễn Trãi",2025-11-12T22:31:45Z,VIP,42168820,20,2026-06-26
CUST0249,Dương Gia Lan,dương.gia.lan1997@email.com,0677404953,Nam,1997-04-10,Hà Nội,Tây Hồ,"Số 86, Đường Cách mạng tháng 8",2026-01-18T20:06:30Z,Bạc,4812746,3,2026-05-16
CUST0250,Vũ Ngọc Mai,vũ.ngọc.mai2004@email.com,0592022879,Nữ,2004-09-22,Bắc Ninh,Từ Sơn,"Số 65, Đường Cách mạng tháng 8",2026-02-26T13:54:02Z,Vàng,25009208,12,2026-06-22
CUST0251,Ngô Hữu Nam,ngô.hữu.nam1999@gmail.com,0368466622,Nam,1999-06-11,Hải Phòng,Đồ Sơn,"Số 89, Phố Hùng Vương",2026-02-12T10:55:45Z,VIP,40909156,17,2026-06-29
CUST0252,Hoàng Thanh Linh,hoàng.thanh.linh2000@yahoo.com,0517437681,Nữ,2000-11-15,Đà Nẵng,Liên Chiểu,"Số 172, Ngõ Hùng Vương",2026-01-21T06:28:04Z,Thường,5424402,2,2026-05-07
CUST0253,Đỗ Công Tú,đỗ.công.tú2007@gmail.com,0491427556,Nam,2007-02-06,Cần Thơ,Cái Răng,"Số 184, Đường Nguyễn Trãi",2026-01-28T04:43:50Z,Bạc,7226226,3,2026-06-29
CUST0254,Đỗ Văn Nam,đỗ.văn.nam2000@yahoo.com,0252798726,Nam,2000-11-08,Hải Dương,Hải Dương,"Số 145, Đường Hùng Vương",2026-02-10T02:12:49Z,Vàng,7558760,6,2026-06-27
CUST0255,Hoàng Văn Dũng,hoàng.văn.dũng2003@email.com,0685086581,Nam,2003-10-15,Cần Thơ,Thốt Nốt,"Số 101, Phố Nguyễn Trãi",2025-12-30T03:36:24Z,Thường,2359794,2,2026-05-08
CUST0256,Ngô Gia Thủy,ngô.gia.thủy1991@gmail.com,0934938971,Nam,1991-08-22,Hà Nội,Đống Đa,"Số 77, Ngõ Hùng Vương",2025-12-05T00:05:38Z,Thường,5783468,3,2026-06-20
CUST0257,Phạm Quang Vân,phạm.quang.vân1999@yahoo.com,0123370532,Nam,1999-01-17,Bắc Ninh,Bắc Ninh,"Số 133, Ngõ Cách mạng tháng 8",2025-11-30T20:53:27Z,Vàng,19488366,13,2026-06-23
CUST0258,Trần Ngọc Mai,trần.ngọc.mai2006@yahoo.com,0634907080,Nữ,2006-01-02,Bình Dương,Bến Cát,"Số 156, Ngõ Nguyễn Trãi",2025-11-21T13:24:31Z,Vàng,11658719,7,2026-06-01
CUST0259,Dương Thùy Châu,dương.thùy.châu1996@outlook.com,0274250666,Nữ,1996-06-19,Cần Thơ,Thốt Nốt,"Số 179, Ngõ Cách mạng tháng 8",2025-11-28T23:53:33Z,Bạc,10244252,4,2026-06-12
CUST0260,Đặng Thế Nam,đặng.thế.nam2005@gmail.com,0828417179,Nam,2005-11-26,Thừa Thiên Huế,Hương Trà,"Số 199, Đường Lê Lợi",2025-11-16T08:08:23Z,Thường,5913827,3,2026-06-11
CUST0261,Ngô Hữu Tú,ngô.hữu.tú1996@outlook.com,0780948410,Nam,1996-11-11,Bình Dương,Bến Cát,"Số 51, Phố Cách mạng tháng 8",2026-03-11T14:19:00Z,Thường,1715341,3,2026-06-27
CUST0262,Trần Minh Linh,trần.minh.linh2006@outlook.com,0568343955,Nam,2006-12-10,Bắc Ninh,Tiên Du,"Số 104, Ngõ Cách mạng tháng 8",2026-02-17T10:57:14Z,VIP,21586462,13,2026-06-25
CUST0263,Nguyễn Thùy Bình,nguyễn.thùy.bình2000@yahoo.com,0192596210,Nữ,2000-07-20,Bắc Ninh,Tiên Du,"Số 136, Ngõ Nguyễn Trãi",2025-11-29T14:31:02Z,VIP,19939966,16,2026-06-29
CUST0264,Đặng Ngọc Trang,đặng.ngọc.trang1996@email.com,0268089227,Nữ,1996-07-12,Bắc Ninh,Từ Sơn,"Số 142, Ngõ Lê Lợi",2025-12-04T21:52:03Z,Vàng,19648383,11,2026-06-16
CUST0265,Bùi Hồng Dũng,bùi.hồng.dũng1997@outlook.com,0824256374,Nữ,1997-08-19,Cần Thơ,Cái Răng,"Số 35, Đường Hùng Vương",2026-03-24T12:47:07Z,Bạc,2119710,1,2026-04-15
CUST0266,Nguyễn Minh Lan,nguyễn.minh.lan2003@outlook.com,0477023829,Nam,2003-11-18,Hải Dương,Hải Dương,"Số 131, Ngõ Nguyễn Trãi",2026-01-01T09:39:35Z,Vàng,19275145,9,2026-06-26
CUST0267,Hồ Quang Tú,hồ.quang.tú1998@email.com,0741387447,Nam,1998-01-10,Hải Dương,Hải Dương,"Số 151, Ngõ Hùng Vương",2025-11-26T21:55:11Z,Thường,9279330,5,2026-06-18
CUST0268,Phạm Gia Bình,phạm.gia.bình2008@email.com,0973908349,Nam,2008-12-28,Cần Thơ,Ninh Kiều,"Số 52, Phố Cách mạng tháng 8",2025-12-13T15:56:29Z,Thường,2995413,2,2026-05-22
CUST0269,Lê Thùy Thảo,lê.thùy.thảo1999@gmail.com,0699355659,Nữ,1999-07-04,Hồ Chí Minh,Thủ Đức,"Số 88, Phố Trần Hưng Đạo",2025-12-09T03:30:01Z,Bạc,11089992,6,2026-06-16
CUST0270,Trần Công Dũng,trần.công.dũng1996@email.com,0885655374,Nam,1996-07-16,Hồ Chí Minh,Quận Tân Bình,"Số 46, Đường Lê Lợi",2026-03-27T21:50:17Z,Vàng,14998165,7,2026-06-16
CUST0271,Trần Thị Thủy,trần.thị.thủy1993@email.com,0954902703,Nữ,1993-02-05,Hồ Chí Minh,Thủ Đức,"Số 123, Phố Cách mạng tháng 8",2025-12-23T09:34:37Z,Thường,10110733,5,2026-06-27
CUST0272,Dương Hữu Dũng,dương.hữu.dũng2004@outlook.com,0342915643,Nam,2004-07-17,Bình Dương,Bến Cát,"Số 48, Ngõ Cách mạng tháng 8",2026-01-02T20:14:45Z,VIP,28940934,15,2026-06-26
CUST0273,Đỗ Phương Lan,đỗ.phương.lan2003@outlook.com,0630123005,Nữ,2003-10-28,Hải Phòng,Đồ Sơn,"Số 20, Ngõ Cách mạng tháng 8",2025-12-17T04:02:31Z,Thường,4214953,2,2026-04-18
CUST0274,Lê Thùy Nam,lê.thùy.nam2004@outlook.com,0633293746,Nữ,2004-10-26,Quảng Ninh,Cẩm Phả,"Số 142, Phố Trần Hưng Đạo",2025-12-10T00:00:20Z,Vàng,14971453,7,2026-06-13
CUST0275,Dương Phương Phúc,dương.phương.phúc1994@gmail.com,0389244013,Nữ,1994-10-04,Bình Dương,Tân Uyên,"Số 141, Ngõ Cách mạng tháng 8",2026-02-18T13:09:09Z,Bạc,4224025,5,2026-06-25
CUST0276,Hồ Quang Trang,hồ.quang.trang2004@gmail.com,0338441083,Nam,2004-11-06,Hải Dương,Nam Sách,"Số 151, Đường Trần Hưng Đạo",2025-11-09T16:46:53Z,Thường,6006325,2,2026-05-18
CUST0277,Trần Minh Thảo,trần.minh.thảo2005@gmail.com,0140218663,Nam,2005-05-14,Cần Thơ,Ninh Kiều,"Số 16, Ngõ Lê Lợi",2026-01-12T23:03:49Z,VIP,10697023,10,2026-06-30
CUST0278,Hồ Đức Vân,hồ.đức.vân2005@gmail.com,0137029625,Nam,2005-08-07,Đà Nẵng,Hải Châu,"Số 110, Ngõ Trần Hưng Đạo",2026-01-31T02:06:23Z,Thường,7753593,4,2026-06-28
CUST0279,Hoàng Minh Hùng,hoàng.minh.hùng2003@gmail.com,0598561413,Nam,2003-07-04,Cần Thơ,Ninh Kiều,"Số 118, Đường Nguyễn Trãi",2026-01-23T18:25:59Z,Vàng,20577369,13,2026-06-21
CUST0280,Bùi Ngọc Hoa,bùi.ngọc.hoa2001@outlook.com,0497130956,Nữ,2001-01-23,Quảng Ninh,Đông Triều,"Số 102, Ngõ Hùng Vương",2025-11-09T02:43:49Z,Vàng,15418793,10,2026-06-28
CUST0281,Dương Gia Dũng,dương.gia.dũng2003@email.com,0571003444,Nam,2003-09-18,Hải Phòng,Đồ Sơn,"Số 56, Phố Trần Hưng Đạo",2025-11-24T13:22:58Z,Thường,4112245,3,2026-06-26
CUST0282,Hoàng Minh Bình,hoàng.minh.bình2007@outlook.com,0771874662,Nam,2007-09-20,Hải Dương,Thanh Hà,"Số 42, Phố Lê Lợi",2026-02-18T17:16:39Z,Thường,9977607,5,2026-06-20
CUST0283,Lê Minh Anh,lê.minh.anh2004@email.com,0625366060,Nam,2004-11-27,Hải Phòng,Đồ Sơn,"Số 26, Ngõ Lê Lợi",2026-02-20T00:23:46Z,Bạc,8215454,2,2026-06-24
CUST0284,Đặng Minh Tú,đặng.minh.tú2000@yahoo.com,0153859082,Nam,2000-12-02,Đà Nẵng,Ngũ Hành Sơn,"Số 53, Đường Lê Lợi",2025-11-22T22:16:56Z,Thường,7461695,2,2026-06-20
CUST0285,Bùi Thanh Thủy,bùi.thanh.thủy1995@outlook.com,0624289277,Nữ,1995-09-16,Hà Nội,Đống Đa,"Số 40, Ngõ Cách mạng tháng 8",2026-03-27T03:46:57Z,VIP,50320448,25,2026-06-30
CUST0286,Đỗ Thanh Tú,đỗ.thanh.tú2003@outlook.com,0486453127,Nữ,2003-02-04,Hải Phòng,Kiến An,"Số 178, Phố Hùng Vương",2025-12-10T13:41:21Z,Thường,5601301,4,2026-06-11
CUST0287,Nguyễn Thanh Tú,nguyễn.thanh.tú2005@yahoo.com,0919428574,Nữ,2005-03-24,Đà Nẵng,Ngũ Hành Sơn,"Số 176, Ngõ Lê Lợi",2025-12-12T06:07:58Z,Thường,1930848,3,2026-06-19
CUST0288,Đặng Quang Lan,đặng.quang.lan1998@yahoo.com,0717481087,Nam,1998-04-06,Bắc Ninh,Tiên Du,"Số 13, Đường Hùng Vương",2026-03-11T06:39:16Z,Bạc,5685935,6,2026-06-21
CUST0289,Dương Công Phúc,dương.công.phúc1992@email.com,0483409480,Nam,1992-09-22,Bắc Ninh,Từ Sơn,"Số 12, Phố Nguyễn Trãi",2026-03-16T15:04:13Z,Thường,2863223,1,2026-06-11
CUST0290,Bùi Minh Vân,bùi.minh.vân2005@outlook.com,0497137892,Nam,2005-03-11,Hà Nội,Đống Đa,"Số 4, Ngõ Lê Lợi",2025-11-25T16:45:49Z,Vàng,21099180,13,2026-06-06
CUST0291,Đặng Phương Vân,đặng.phương.vân2001@yahoo.com,0179405027,Nữ,2001-03-10,Hải Dương,Hải Dương,"Số 166, Ngõ Hùng Vương",2025-12-18T10:01:52Z,Thường,2661684,4,2026-06-28
CUST0292,Ngô Thùy Lan,ngô.thùy.lan2008@email.com,0246855290,Nữ,2008-01-04,Hà Nội,Cầu Giấy,"Số 14, Phố Cách mạng tháng 8",2025-12-24T07:27:40Z,Thường,6201196,3,2026-06-21
CUST0293,Ngô Quang Mai,ngô.quang.mai2006@yahoo.com,0824932495,Nam,2006-02-01,Hồ Chí Minh,Quận 1,"Số 183, Ngõ Hùng Vương",2025-11-13T23:34:40Z,Bạc,13332452,9,2026-06-30
CUST0294,Bùi Văn Lan,bùi.văn.lan1992@outlook.com,0475386959,Nam,1992-08-15,Bắc Ninh,Quế Võ,"Số 54, Ngõ Cách mạng tháng 8",2026-03-20T04:00:53Z,Bạc,13776490,8,2026-06-13
CUST0295,Bùi Ngọc Vân,bùi.ngọc.vân2005@outlook.com,0531502517,Nữ,2005-02-24,Hải Phòng,Đồ Sơn,"Số 105, Đường Cách mạng tháng 8",2026-01-23T02:46:02Z,Vàng,11930357,7,2026-06-25
CUST0296,Dương Thu Vân,dương.thu.vân1996@yahoo.com,0698343280,Nữ,1996-06-28,Bắc Ninh,Quế Võ,"Số 58, Ngõ Lê Lợi",2026-01-29T12:11:42Z,Vàng,33798354,18,2026-06-25
CUST0297,Nguyễn Quang Anh,nguyễn.quang.anh2003@gmail.com,0347258698,Nam,2003-10-17,Bắc Ninh,Tiên Du,"Số 64, Đường Cách mạng tháng 8",2025-11-25T12:49:06Z,Thường,2311668,2,2026-06-26
CUST0298,Ngô Minh Tú,ngô.minh.tú2004@gmail.com,0819627344,Nam,2004-12-16,Bình Dương,Dĩ An,"Số 130, Ngõ Trần Hưng Đạo",2026-01-06T20:44:09Z,Bạc,6525972,5,2026-06-20
CUST0299,Trần Minh Mai,trần.minh.mai1995@gmail.com,0422417273,Nữ,1995-04-24,Bắc Ninh,Quế Võ,"Số 62, Phố Lê Lợi",2025-12-10T10:36:50Z,Thường,3833028,2,2026-05-18
CUST0300,Hồ Thùy Phúc,hồ.thùy.phúc2001@outlook.com,0920410236,Nữ,2001-06-02,Đà Nẵng,Thanh Khê,"Số 86, Phố Hùng Vương",2026-01-31T18:31:39Z,Bạc,8385320,6,2026-06-18
